location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Kandahar,National,Program/Project,Full Time,Any,2 years,BA,"Position Title: WASH Officer (NOB) Fixed-Term, Kandahar, Afghanistan, #90282 (Afghan Nationals Only)",
Kabul,National,Business,Full Time,Any,3 years,BA,Position Title: Learning and Development Specialist,University degree in Administration or Communication essential
Paktia,National,Health Care,Full Time,Female,None ,BA,Position Title: Female TFU Psycho-Social Support Provider,
Kabul,National,Engineering,Full Time,Female,3 years,BA,Position Title: Shelter Coordinator,"Minimum university degree in Civil/Construction or architecture Engineering, Prior experience with in construction and community based projects."
Kabul,National,Education,Full Time,Male,7 years,BA,Position Title: Program Manager,
Paktia,National,Health Care,Full Time,Female,2-year,BA,Position Title: Health & Hygiene Promoter,
Paktia,National,Health Care,Full Time,Female,2 years,BA,Position Title: Female TFU Nurse,
Kabul,National,Business,Full Time,Any,3 years,BA,Position Title: Account Director (Media Project Manager),
Kunar,National,Program/Project,Full Time,Any,2 year,BA,Position Title: Provincial Social Worker,
Kabul,National,Health Care,Full Time,Male,7 years,MD,Position Title: HMIS and M&E Manager,"MD degree, preferably with postgraduate qualification in the field of Public Health."
Herat,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Project Coordinator,Proven reporting skills
Herat,National,Program/Project,Full Time,Male,5 years,MA,Position Title: Regional Manager,
Kabul,National,Purchasing-Procurement,Full Time,Male,2-3 years,BA,Position Title: Procurement Officer (National),
Kabul,National,Health Care,Full Time,Any,1 year,HS,Position Title: Vaccinator-PD13 (Re Announced),
Kabul,National,Agriculture,Full Time,Female,3 years,BA,Position Title: Livelihood and Food Security Coordinator,Willingness to travel to project sites in the Central and East Region Jalalabad and Khost.
Kabul,National,Other,Full Time,Any,2 Years,BA,Position Title: Medical logistics Officer,
Sar-e Pol,National,Program/Project,Full Time,Any,2-3-years,BA,Position Title: Project Supervisor,At least 2-3 years of professional & progressive experience in humanitarian program or implementation of project activities with National and International NGOs.
Nangarhar,National,Business,Full Time,Any,5 years,BA,Position Title: Project Officer (Re Announced),
Kabul,National,Business,Full Time,Any,5-6 years,MA,Position Title: Consultant- gap assessment of renewable energy,
Sar-e Pol,National,Program/Project,Full Time,Any,1-2-year,BA,Position Title: Field Monitor,At least 1-2 years of professional & progressive experience in humanitarian program or implementation of project activities with National and International NGOs.
Kabul,National,Communication,Full Time,Male,5 years,BA,Position Title: Communication Officer,
Ghazni,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Child protection social work provincial supervisor,
Maidan Wardak,National,Purchasing-Procurement,Full Time,Male,3 years,BA,Position Title: Logistics / Transport Assistant,
Nangarhar,National,Health Care,Full Time,Any,3-4 years,BA,"Position Title: Environment, Social, Health and Safety (ESHS) Officer and GRM focal person","Three-to-four-year relevant work experience within international development, with NGOs, UN agencies, or similar organizations."
Kabul,National,Education,Full Time,Female,4 years,BA,Position Title: Camp Management Officer,"Fluency either in Pashto and Dari, or both written and verbal"
Kabul,National,Program/Project,Full Time,Any,1 year,BA,"Position Title: Generic Vacancy Announcement: WASH Officer NOA, Multiple locations, Afghanistan",
Maidan Wardak,National,Health Care,Full Time,Any,3-4 Years,BA,"Position Title: Environment, Social, Health and Safety (ESHS) officer and GRM focal person",
Balkh,National,Business,Full Time,Male,2 years,BA,Position Title: Warehouse Manager,
Balkh,National,Business,Full Time,Male,2 years,BA,Position Title: Accounting Manager,
Nangarhar,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Nurse (Only Female),At least 2 years clinical nursing experience in primary health care
Kabul,National,Business,Full Time,Any,2-3 years,BA,Position Title: National Finance Coordinator- Grants (Re Announced),
Kandahar,National,Business,Full Time,Any,2-3 Years,BA,Position Title: Programme Admin/Finance Officer (Area Office),
Balkh,National,Engineering,Full Time,Male,2 years,BA,Position Title: Engineer ,
Nangarhar,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Midwife (Only Female),At least 2 years clinical midwifery experience.
Balkh,National,Design,Full Time,Any,1 year,BA,Position Title: Graphic Designer and video editor,
Nangarhar,National,Program/Project,Full Time,Female,3-5 years,BA,Position Title: Senior Response Officer (Only Female),
Kabul,National,Legal,Full Time,Any,7 Years,BA,Position Title: Manager AML/CFT and GSEC,
Khost,National,Other,Full Time,Any,3-4 Years,BA,Position Title: Area Social Cohesion Officer,
Kabul,National,Health Care,Full Time,Any,4-5 Years,BA,Position Title: Lab Technologist,
Kabul,National,Business,Full Time,Any,8 Years,BA,Position Title: Senior Manager - Roaming,
Ghowr,National,Program/Project,Full Time,Any,4 years,BA,Position Title: Provincial Supervisor / Coordinator,
Ghowr,National,Program/Project,Full Time,Any,4 years,BA,Position Title: District Supervisors / Team Leaders,
Ghowr,National,Program/Project,Full Time,Any,,BA,Position Title: Access facilitator,
Ghowr,National,Program/Project,Full Time,Male,2 years,BA,Position Title: Surveyor,
Ghowr,National,Program/Project,Full Time,Male,2 years,BA,Position Title: SCOPE staff (Import & Registration),
Ghowr,National,Program/Project,Full Time,Male,3 years,BA,Position Title: Food Distribution Facilitators,
Ghowr,National,Program/Project,Full Time,Female,1-2 years,BA,Position Title: Nutrition (BSFP) Facilitator,
Herat,National,Program/Project,Full Time,Male,4 years,BA,Position Title: District CBT Supervisor,
Herat,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Data Assistant,
Herat,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Cash Distributer / Community Mobilizer,Ability to regularly travel to the project sites for doing fieldwork.
Ghowr,National,Program/Project,Full Time,Male,3 years,BA,Position Title: MEAL Officer,
Badghis,National,Health Care,Full Time,Female,3 years,MD,Position Title: Female MD,
Kabul,National,Hospitality,Full Time,Any,3 Years,BA,Position Title: Sales/Marketing Officer,
Kabul,National,Communication,Full Time,Male,3 years,BA,Position Title: Communication Officer,At least 3 years of relevant professional experience with a Bachelor?s degree in a related field.
Zabul,National,Banking/Accounting,Full Time,Male,1-2 years,BA,Position Title: CSO (Re Announced),
Kabul,National,Business,Full Time,Male,5 years,BA,Position Title: Admin/Finance Officer,
Kabul,National,Health Care,Full Time,Male,5 years,BA,Position Title: ARCS-QRCS Joint Health coordinator,
Kabul,National,Program/Project,Full Time,Female,05 years,MA,Position Title: Project Manager (Re Announced) (Re Announced),"Minimum 05 years of experience in development field of which at least 3 (three) years of relevant experience in developing training manual, modules, curricula and training materials for the national/international development organizations;"
Parwan,National,Education,Full Time,Male,1 year,MD,Position Title: Clinick Doctor ,
Herat,National,Health Care,Full Time,Male,3 years,BA,Position Title:  Clinick Doctor,
Herat,National,Health Care,Full Time,Male,2 years,BA,Position Title: Vaccinator-PD13 (Re Announced),
Jawzjan,National,Agriculture,Full Time,Any,3 years,BA,Position Title: Agribusiness Marketing Officer,At least three years of working experience in agriculture sector with local or international NGOs. and have better practical experience and working knowledge of community level microfinance and agribusiness development.
Oruzgan,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: teller (Re Announced),
Samangan,National,Health Care,Full Time,Any,3 years,MD,Position Title: Dentist(MD),
Sar-e Pol,National,Program/Project,Full Time,Any,1-2-year,BA,Position Title: Cash out/ Food Distributer,At least 1-2 years of professional & progressive experience in humanitarian program or implementation of project activities with National and International NGOs.
Kabul,National,Health Care,Full Time,Any,2-3 years,BA,Position Title: EPI Assistant,
Farah,National,Health Care,Full Time,Female,1 year,BA,Position Title:  Nutritional Consultant ,
Kabul,National,Hospitality,Full Time,Any,7 Years,BA,Position Title: Event Manager,
Kabul,National,Program/Project,Full Time,Any,5 Years,BA,Position Title: IFC/World Bank Group Certified Trainer,
Badghis,National,Business,Full Time,Any,3 years,BA,Position Title: Supply Chain Officer (Procurement),At least 3 years of progressively responsible experience in logistics
Balkh,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Senior Project Officer,"Previous experience leading others leadership qualities, such as motivation techniques and conflict-management"
Herat,National,Business,Full Time,Any,3 years,HS,Position Title: Support Services Assistant for HDP filed camp,Three years of work experience in the relevant field
Kabul,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Safeguarding Coordinator,
Kandahar,National,Program/Project,Full Time,Female,3-5 years,VD,Position Title: REACH Senior Field Officer,
Badghis,National,Program/Project,Full Time,Any,2 years,BA,"Position Title: Monitoring, Evaluation, Accountability, and Learning Officer (MEAL Officer)",Minimum 2 years of relevant experience within the humanitarian field
Kabul,National,Program/Project,Full Time,Any,5 Years,BA,Position Title: Data Management Specialist,
Kabul,National,Program/Project,Full Time,Any,3 Years,BA,Position Title: Data Quality Control Officer,
Kabul,National,Program/Project,Full Time,Any,2 Years,BA,Position Title: Data Quality Controllers (DQCs),
Kabul,National,Program/Project,Full Time,Any,3 Years,BA,Position Title: Project Officer,
Nangarhar,National,Business,Full Time,Any,None ,BA,Position Title: Administration and Finance Intern,Teamwork: develops and promotes effective collaboration within and across units to achieve shared goals and optimize results.
Kabul,National,Business,Full Time,Any,1-2  years,BA,Position Title: Risk Education Assistant “Administration” (Female only),
Kabul,National,Business,Full Time,Any,None ,BA,Position Title: Risk Education Assistant “Administration” (Female only),At least (1-2) years of relevant experience
Kunar,National,Health Care,Full Time,Female,1 year,HS,Position Title: Female Cleaner,
Oruzgan,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Monitoring and Evaluation (M&E) Officer,
Jawzjan,National,Education,Full Time,Any,5 years,BA,Position Title: Project Coordinator ECPP,"Ability to represent, liaise and negotiate at different levels (national, provincial and local)."
Kandahar,National,Other,Full Time,Any,None ,BA,Position Title: Data Entry Intern,Teamwork: develops and promotes effective collaboration within and across units to achieve shared goals and optimize results.
Kabul,National,Support,Full Time,Any,2 years,HS,Position Title: Cook,
Kandahar,National,Business,Full Time,Any,None ,BA,Position Title: Administration and Finance Intern,Teamwork: develops and promotes effective collaboration within and across units to achieve shared goals and optimize results.
Zabul,National,Business,Full Time,Any,2 years,BA,"Position Title: Finance Assistant ""Zabul"" (Re Announced)",Minimum 2 years of relevant work experience
Herat,National,Other,Full Time,Any,None ,BA,Position Title: Administration and Finance Intern,Teamwork: develops and promotes effective collaboration within and across units to achieve shared goals and optimize results.
Badghis,National,Health Care,Full Time,Male,3 years,BA,Position Title: Clinick Doctor ,
Bamian,National,Engineering,Full Time,Male,3 years,BA,Position Title: Water Supply Engineer  (Subject to donor fund),
Kabul,National,Business,Full Time,Male,6 years,MA,Position Title: Finance Manager,Minimum 6 years experience in the counting & Finance field.
Herat,National,Health Care,Full Time,Male,2 years,BA,Position Title:  MHPSS,
Kabul,National,Security,Full Time,Any,4 years,MA,"Position Title: Safety, Security and Access Manager",Proactive and anticipative working style; effective in dealing with ambivalent situations;
Kabul,National,Banking/Accounting,Full Time,Any,None ,BA,Position Title: Call for CV of fresh Economics and BBA graduates to be hired in different units of the Bank (Re Announced),
Kabul,National,Health Care,Full Time,Any,2 years,BA,"Position Title: OB/GYN Specialists, pediatrician Specialists, Midwife, Nurses",
Baghlan,National,Health Care,Full Time,Any,3 years,BA,Position Title: HR Assistant,
Kabul,National,Business,Full Time,Female,1-5 years,BA,Position Title: Finance Manager,"Proven work experience in financial management, including design of financial systems."
Baghlan,National,Health Care,Full Time,Any,3 years,BA,Position Title: Finance Officer,
Baghlan,National,Health Care,Full Time,Any,3 years,MD,Position Title: Master Trainer,
Herat,National,Business,Full Time,Male,4 years,BA,Position Title: Finance Officer,
Kabul,National,Program/Project,Full Time,Any,5 Years,BA,Position Title: Data Management & Analytics Manager,
Badghis,National,Program/Project,Full Time,Male,02 Years,BA,Position Title: Hygiene Promotors,
Kabul,National,Health Care,Full Time,Male,5 years,MD,Position Title: Health Coordinator,Minimum 5 Years experience in the health sector of an organization.
Maidan Wardak,National,Security,Full Time,Any,4 years,None,Position Title: Guard,
Maidan Wardak,National,Support,Full Time,Any,4 years,None,Position Title: Cook/Cleaner,
Jawzjan,National,Health Care,Full Time,Male,4 years,BA,Position Title: Quality Improvment Officer (Pharmacist) (Re Announced),
Jawzjan,National,Health Care,Full Time,Male,5 years,MD,Position Title: Quality Improvment Officer (Medical Doctor) (Re Announced),
Kabul,National,Business,Full Time,Any,2 years,MA,Position Title: Finance Manager,
Jawzjan,National,Health Care,Full Time,Female,5 years,BA,Position Title: Quality Improvment Officer (Midwife) (Re Announced),
Jawzjan,National,Health Care,Full Time,Female,5 years,MD,Position Title: Quality Improvment Officer (Ob/Gyn Specialist) (Re Announced),
Bamian,National,Other,Full Time,Any,3 years,HS,Position Title: Field Security Radio Operator,
Kabul,National,Other,Full Time,Male,10 years,HS,Position Title: Pastry or Bakery Chief,
Kabul,National,Design,Full Time,Any,2 years,HS,Position Title: Re: Set Designer,
Kabul,National,Other,Full Time,Any,2 years,HS,Position Title: Field Security Assistant,
Kabul,National,Business,Full Time,Any,2 years,BA,Position Title: Finance Assistant,
Kabul,National,Health Care,Full Time,Any,5 years,MD,Position Title: Capacity Building Manager,Excellent knowledge of English language and computer (verbal and written)
Panjshir,National,Health Care,Full Time,Female,1 year,MD,Position Title: Gynecologist,
Kabul,National,Business,Full Time,Male,4 Years,BA,Position Title: Senior Accountant/ Junior Accountant,Good Knowledge of retrieving different types of reports from QuickBooks
Badghis,National,Program/Project,Full Time,Any,2-3 years,BA,Position Title: Monitoring and Evaluation Officer,"Post-graduate certificate in M&E related field such as surveys, sampling, data analysis"
Kunduz,National,Communication,Full Time,Male,3 years,BA,Position Title: Technician,
Kabul,Any,Program/Project,Full Time,Any,7 years,MA,Position Title: Organization Development Manager,Strong understanding of organizational development principles and practices.
Kabul,Any,Program/Project,Full Time,Any,7 years,MA,Position Title: Fundraising Specialist /Proposal Writer,"Excellent Writing Skills: The ability to craft clear, concise, and compelling applications/proposals is critical to securing funding for the organization. Able to write in a variety of styles, including technical, persuasive, and narrative, depending on the requirements of the proposal."
Kabul,National,Education,Full Time,Any,3 years,MA,Position Title: Dean of Economics faculty,
Baghlan,National,Health Care,Full Time,Any,2 years,MD,Position Title: Project Senior Officer,Familiarity with IMAM package and passing of SOP TOT training.
Kabul,National,Other,Full Time,Any,3 Years,BA,Position Title: Engineer I P&S,
Kabul,National,Information Technology,Full Time,Any,2 Years,BA,Position Title: Engineer VAS Operations,
Laghman,National,Business,Full Time,Any,2-3 Years,BA,Position Title: Provincial Coordinator,
Laghman,National,Business,Full Time,Any,5 Years,BA,Position Title: M&E Officer,
Laghman,National,Business,Full Time,Any,3 years,BA,Position Title: Psycho Social Counselor,
Laghman,National,Business,Full Time,Any,3 years,BA,Position Title: Social Worker,
Laghman,National,Business,Full Time,Any,2-3 Years,BA,Position Title: Business Counselor,
Kabul,National,Business,Full Time,Any,2 Years,BA,Position Title: Liaison Officer,
Laghman,National,Business,Full Time,Any,2-3 Years,BA,Position Title: Legal Officer,
Laghman,National,Business,Full Time,Any,1-2 Years,HS,Position Title: Community Mobilizer,
Laghman,National,Business,Full Time,Any,4 Years,BA,Position Title: Procurement Officer,
Kabul,National,Business,Full Time,Any,2-3 Years,BA,Position Title: Outreach Officer,
Kabul,National,Business,Full Time,Any,5 years,BA,Position Title: Finance Manager,
Kabul,National,Business,Full Time,Any,5 years,BA,Position Title: Admin/HR Manager,
Khost,National,Health Care,Full Time,Male,4 years,BA,Position Title: Quality Improvement Officer/ Pharmacist (Re Announced),
