location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Faryab,National,Health Care,Full Time,Any,1 year,VD,Position Title: Nutrition Nurse,Graduated from nursing or midwifery program.
Kandahar,National,Health Care,Full Time,Male,3-4 years,BA,Position Title: Dental MD Doctor,
Herat,National,Program/Project,Full Time,Any,3 years,BA,Position Title: MEL Database Officer,
Parwan,National,Program/Project,Full Time,Female,3 years,BA,Position Title: Safe Space Officer,
Badghis,National,Health Care,Full Time,Male,3 years,MD,Position Title: EPI Officer,
Parwan,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Community mobilizer,
Kabul,National,Pharmaceutical,Full Time,Male,1 year,BA,Position Title: Responsible in charge of Pharamcy licensing  ,
Kabul,National,Pharmaceutical,Full Time,Male,1 year,BA,Position Title: Licencing Expert of Provincial Pharmacy ,
Zabul,National,Health Care,Full Time,Female,3 years,MD,Position Title: Medical Doctor Team Leader,Previous experience in the management/coordination of community centers
Balkh,National,Program/Project,Full Time,Any,1-2 years,VD,Position Title: Surveyor/Distributer (Balkh),12 years of relevant experience
Kabul,National,Pharmaceutical,Full Time,Male,1 year,BA,Position Title: Responsible for the evaluation and registration team of manufactured spices,
Kabul,National,Pharmaceutical,Full Time,Male,1 year,BA,Position Title: Proform registration and health product output expert ,
Kabul,National,Business,Full Time,Any,7 years,BA,Position Title: Admin Finance Manager,
Nangarhar,National,Health Care,Full Time,Male,3 years,MD,Position Title: Pediatric Specialist,
Paktia,National,Education,Full Time,Male,4 years,BA,Position Title: Teacher Trainer (Casual),"Extensive teaching experience in the subject areas. Very good training skills, good communication skills in national languages and fair level of written and spoken English."
Herat,National,Business,Full Time,Any,2 years,BA,Position Title: Finance Officer,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Sr. Database Manager and M&E Specialist,
Kabul,National,Business,Full Time,Any,7 years,BA,"Position Title: Community Mobilization Senior Associate , Multiple positions","A minimum of seven (7) years of experience in communication and liaison, community mobilization or other relevant fields is required."
Kabul,National,Health Care,Full Time,Any,2-3 years,BA,Position Title: Finance Officer,Proficiency in complex accounting systems and good level MS Excel skills.
Herat,National,Security,Full Time,Any,1-2 years,HS,Position Title: Watchman,
Kandahar,National,Health Care,Full Time,Female,3-4 years,MD,Position Title: GYN/OBs Surgeon,
Kabul,National,Education,Full Time,Male,7 years,MA,Position Title: Program Manager (Re Announced) (Re Announced),
Herat,National,Security,Full Time,Any,1-2 years,HS,Position Title: Watchman,
Khost,National,Security,Full Time,Any,1-2 years,HS,Position Title: Watchman,
Kabul,National,Education,Full Time,Male,5-8 years,MA,Position Title: Education Program Manager (Re Announced),
Maidan Wardak,National,Education,Full Time,Male,2 year,BA,Position Title: Admin/Finance Officer (Re Announced) (Re Announced),
Khost,National,Security,Full Time,Any,1-2 years,HS,Position Title: Watchman,
Takhar,National,Education,Full Time,Male,2 year,BA,Position Title: Admin/Finance Officer (Re Announced),
Kandahar,National,Health Care,Full Time,Male,5-6 years,MD,Position Title: Head of Surgical Department.,
Khost,National,Security,Full Time,Any,1-2 years,HS,Position Title: Watchman,
Logar,National,Program/Project,Full Time,Any,3 years,MA,Position Title: PMEAL Officer,
Kandahar,National,Health Care,Full Time,Male,3-4 years,BA,Position Title: Nursing Director.,
Kandahar,National,Health Care,Full Time,Male,2-3 years,VD,Position Title: Pharmacy Technician.,
Parwan,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Community Mobilizer (Re Announced),Ability to travel remote areas and district.
Kabul,National,Business,Full Time,Male,5 years,BA,Position Title: Finance Manager (Re Announced),
Kabul,National,Education,Full Time,Male,5 years,BA,Position Title: Project Officer (Re Announced),
Badghis,National,Health Care,Full Time,Male,5 years,MD,Position Title: Provincial Officer,
Kabul,International,Engineering,Full Time,Any,7 years,MA,Position Title: Senior Project Manager,"At least 7 years (or more based on academic credentials) of progressive experience in managing infrastructure projects, water supply projects, or renewable energy projects, with focus on monitoring, reporting, development and coordination in either public or private sector organizations."
Balkh,National,Program/Project,Full Time,Any,5 years,BA,Position Title: National Engineer,
Kabul,National,Business,Full Time,Any,6 years,SS,"Position Title: Finance Associate, Multiple positions","Minimum of 6 years of relevant working experience within the areas of finance, accounting, business administration or related field is required."
Herat,National,Health Care,Full Time,Male,3 years,MD,Position Title: Senior Technical Officer (Re Announced),
Kabul,National,Business,Full Time,Any,7 years,BA,Position Title: MARKETING MANAGER,
Khost,National,Business,Full Time,Any,3-5 years,BA,Position Title: Project Manager (Child Protection),
Khost,National,Business,Full Time,Any,3-5 years,BA,Position Title: Psycho Social Support (PSS) Counsellor,
Khost,National,Other,Full Time,Any,3-5 years,BA,Position Title: Case Management Officer,
Kabul,Any,Education,Part Time,Any,1-3 years,BA,"Position Title: School Teachers, Cambridge Subjects (Computer, Chemistry, Mathematics, Biology, Physics, English) Headmistress & Cambridge Computer Teacher(Balkh)",
Samangan,National,Business,Full Time,Any,5 years,MA,Position Title: Operations Manager (Re Announced) (Re Announced),
Balkh,National,Other,Full Time,Any,2 years,BA,Position Title: Quantitative Survey Enumerator,
Balkh,National,Other,Full Time,Any,2 years,BA,Position Title: Qualitative Survey Enumerator,
Kabul,National,Information Technology,Full Time,Any,2 year,BA,Position Title: ICT Officer (Re Announced),
Kabul,National,Other,Full Time,Any,1 year,HS,Position Title: Data Clerk (Quantitative and Qualitative),
Khost,National,Health Care,Full Time,Any,3 years,MD,Position Title: Medical Doctor,Detailoriented and selfmotivated.
Kabul,National,Information Technology,Full Time,Any,5 years,MA,Position Title: Information Manager,Staff management experience
Kabul,National,Health Care,Full Time,Any,2 years,MD,Position Title: Medical Doctor PD13,
Nangarhar,National,Program/Project,Full Time,Female,2 years,SS,Position Title: IYCF Counsellor (Female Only),
Nangarhar,National,Program/Project,Full Time,Female,2 years,SS,Position Title: IYCF Counsellor (Female Only),
