location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Kabul,National,Business,Full Time,Any,7-8 Years,MD,Position Title: Internal Audit Manager,
Kabul,National,Program/Project,Full Time,Male,3 Years,MD,Position Title: Project Manager,
Kabul,National,Health Care,Full Time,Any,3 years,MD,Position Title: Pediatrician (Re Announced),
Kabul,National,Health Care,Full Time,Any,4 years,MD,Position Title: TB RSSH Project Manager,
Badghis,National,Health Care,Full Time,Any,3-years,MD,Position Title: Hospital Manager 20 beds Infection Diseases Hospital Badghis,
Nangarhar,National,Information Technology,Full Time,Any,3 years,BA,Position Title: Data Entry Officer,
Samangan,National,Health Care,Full Time,Any,5-years,BA,Position Title: HMIS coordinator/Monitoring & Performance Manager,
Ghazni,National,Health Care,Full Time,Male,2 year,BA,Position Title: Nutrition Officer,
Ghazni,National,Other,Full Time,Male,5 year,BA,Position Title: Driver,
Badghis,National,Health Care,Full Time,Any,15 years,BA,Position Title: PHC/SHC (BPHS-EPHS) Project Manager,
Kabul,National,Health Care,Full Time,Any,3 years,BA,Position Title: Stomatolog MD,
Kabul,National,Other,Full Time,Any,2 years,BA,Position Title: Pharmacy Assistant,
Ghazni,National,Health Care,Full Time,Male,2 years,HS,Position Title: HMIS Officer,
Ghazni,National,Health Care,Full Time,Female,2 years,MA,Position Title: Gynecologist Specialist,
Kabul,National,Business,Full Time,Any,7 years,MD,Position Title: Head of Financial Reporting,"7 years working experience in finance, accounting, budgeting and/or projects contract management, at least 5 years in managerial level experience in financial/donors reporting with UN, EU, international donors’, or INGOs’ format."
Ghazni,National,Health Care,Full Time,Any,2 years,MD,Position Title: Internal Medical Specialist,
Kabul,National,Engineering,Full Time,Any,9 years,MD,Position Title: Project Manager,
Balkh,National,Customer Service,Full Time,Male,2 years,MD,Position Title: Sale Agent -Direct Sale,
Kabul,National,Engineering,Full Time,Any,5 years,MD,Position Title: Health and Safety Officer,
Kabul,National,Other,Full Time,Male,2 years,BA,Position Title: Admin Finance Assistant,
Kabul,National,Other,Full Time,Male,2 years,HS,Position Title: Finance officer,
Kabul,National,Engineering,Full Time,Any,8 years,BA,Position Title: QC Engineer,
Kabul,National,Program/Project,Full Time,Any,3-5 Years,BA,Position Title: Community Liaison Officer,
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Grants and compliance officer,
Herat,National,Business,Full Time,Male,3 years,BA,Position Title: Finance officer,
Samangan,National,Health Care,Full Time,Any,3-5 years,BA,Position Title: CBNP Master Trainer,
Kandahar,National,Education,Full Time,Male,3-5 years,MA,Position Title: Project Manager (Re Announced) (Re Announced),
Balkh,National,Business,Full Time,Any,3 years,BA,Position Title: Finance Officer,
Zabul,National,Health Care,Full Time,Female,2 years,BA,Position Title: Midwife Activity Manager (Re Announced),
Kabul,National,Security,Full Time,Male,3 years,HS,Position Title: Access and Resilience Officer (Re Announced),
Bamian,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Outreach Focal Point,
Kabul,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Outreach Focal Point,
Kabul,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Livelihood Officer,
Zabul,National,Health Care,Full Time,Any,2 years,BA,Position Title: Medical Activity Manager,
Kandahar,National,Health Care,Full Time,Any,5-year,BA,Position Title: Nutrition Specialist,
Paktika,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: teller,
Sar-e Pol,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: teller,
Kabul,National,Other,Full Time,Any,5 years,BA,Position Title: Admin and HR Officer,"Ability to cope well under pressure, work irregular hours and meet tight deadlines;"
Zabul,National,Health Care,Full Time,Any,2 years,BA,Position Title: Program Medical Referent,
Zabul,National,Health Care,Full Time,Any,2 years,BA,Position Title: Medical Doctor Nutrition,
Zabul,National,Health Care,Full Time,Any,2 years,BA,Position Title: Nurse Nutrition,
Zabul,National,Support,Full Time,Any,2 years,BA,Position Title: Cleaner,
Kapisa,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: CSO,
Zabul,National,Health Care,Full Time,Any,3 years,BA,Position Title: HMIS Officer,
Kabul,National,Health Care,Full Time,Female,1 year,BA,Position Title: Hygiene Promoter(Female),
Kabul,National,Health Care,Full Time,Female,1 year,BA,Position Title: IYCF Counsellor(Female),
Kandahar,National,Business,Full Time,Male,1 year,BA,Position Title: Operation Assistant,
Kabul,National,Health Care,Full Time,Any,5-7 year,BA,Position Title: EBS Project coordinator,At least 5-7 year work experience with health sector minimum 3-5 years full time work experience in technical positions with BPHS preferably manager or technical manager level.
Kabul,National,Program/Project,Full Time,Any,4-5 years,BA,Position Title: M&E and Reporting Officer,
Badakhshan,National,Health Care,Full Time,Any,5 years,BA,Position Title: Provincial Technical Officer,At least 3–5 years’ work experience with BPHS/EPHS NGOs.
Ghowr,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Environmental and Social Safeguarding Sr.Officer (Re Announced),"Bachelor’s degree in environmental science, social science, engineering or equivalent"
Badakhshan,National,Health Care,Full Time,Male,4 years,BA,Position Title: Provincial Operation Assistants,"At least four years of progressive experience in procurement, finance or logistics preferably with National NGOs or International Institutions."
Badakhshan,National,Health Care,Full Time,Male,4 years,BA,Position Title: Provincial Operation Officer,"At least four years of progressive experience in procurement, finance or logistics preferably with National NGOs or International Institutions."
Kabul,National,Health Care,Full Time,Male,4 years,MA,Position Title: Project Senior Operation Officer,"At least four years of progressive experience in procurement, finance or logistics preferably with National NGOs or International Institutions."
Khost,National,Health Care,Full Time,Male,3 years,BA,Position Title: EPI Officer,
