location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Medical Doctor,
Kapisa,National,Business,Full Time,Any,2 year,BA,Position Title: Logistic Officer Kapisa,
Kunar,National,Banking/Accounting,Full Time,Male,5 Years,BA,Position Title: Branch Manager,
Kabul,National,Program/Project,Full Time,Any,7 years,MA,Position Title: Program Manager/Proposal Writer,
Kabul,National,Business,Full Time,Male,2 years,HS,Position Title: electrician,
Kabul,National,Business,Full Time,Any,3-5 years,BA,Position Title: Finance Manager,
Zabul,National,Health Care,Full Time,Any,1 year,HS,Position Title: Hygiene Promoter,
Zabul,National,Health Care,Full Time,Female,2 years,BA,Position Title: Medical Doctor (Female),
Zabul,National,Health Care,Full Time,Female,2 years,BA,Position Title: IYCF Counsellor(Female),
Kabul,National,Business,Full Time,Any,2 Years,BA,Position Title: Finance Assistant,
Nuristan,National,Other,Full Time,Any,4 Years,BA,Position Title: Project coordinator,
Kabul,National,Health Care,Full Time,Female,5 years,BA,Position Title: Backup Midwife,
Kunduz,National,Business,Full Time,Any,7 years,BA,Position Title: Provincial Project Officer,"Ability to cope well under pressure, work irregular hours and meet tight deadlines"
Kabul,National,Communication,Part Time,Any,2 Years,BA,Position Title: Translator (subject to donor approval),
Takhar,National,Business,Full Time,Any,7 years,BA,Position Title: Provincial Project Officer,"Ability to cope well under pressure, work irregular hours and meet tight deadlines"
Helmand,National,Health Care,Full Time,Female,3-4years,BA,Position Title: MHPSS Technical Officer,
Nimruz,National,Education,Full Time,Any,2-3 Years,HS,Position Title: Education Assistant Afghanistan Nimroz (Only Afghan National),"Good knowledge and understanding of Education in Emergencies, Community Based Education, and Accelerated Learning Program."
Kabul,Any,Program/Project,Full Time,Any,None,MA,Position Title: Country Director,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Project Manager,"Significant experience of working in humanitarian programs, in particular FSL sector."
Oruzgan,National,Health Care,Full Time,Female,1-2 Years,BA,Position Title: Community Mobilizer,
Kabul,National,Program/Project,Full Time,Any,3 years,MA,Position Title: Data Analyzer & Reporter,
Badakhshan,National,Engineering,Full Time,Male,1 year,BA,Position Title: Fixed asset verification engineer,
Paktia,National,Business,Full Time,Any,2-3 Years,BA,Position Title: HR/Admin Officer,
Oruzgan,National,Health Care,Full Time,Female,3-4 years,MD,"Position Title: Psychosocial Counselor (WFHS), (PSCC-IN charge)",
Kabul,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
Kabul,National,Other,Full Time,Any,3 years,BA,Position Title: Emergency Coordinator (Re Announced) (Re Announced),
Parwan,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
Kapisa,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
Balkh,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
Herat,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
