location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Kunduz,National,Business,Full Time,Any,5 years,BA,Position Title: Project Manager,
Farah,National,Program/Project,Full Time,Any,3 years,HS,Position Title: Non-Technical Survey- Explosive Ordnance Risk Education (NTS/EORE) Team Leader,Minimum three years of De-mining (Mine/ERW clearance experience).
Kunduz,National,Business,Full Time,Any,3-5 years,BA,Position Title: Admin/Finance Officer,
Kabul,National,Other,Full Time,Any,7 years,BA,Position Title: Program Coordinator,
Kunduz,National,Purchasing-Procurement,Full Time,Any,3-4 years,BA,Position Title: Logistic Officer,
Kunduz,National,Program/Project,Full Time,Any,3-4 years,BA,Position Title: PME Officer,
Kunduz,National,Health Care,Full Time,Any,3-4 years,BA,Position Title: Nutrition Supervisor,
Kunduz,National,Health Care,Full Time,Female,2 years,BA,Position Title: Female RMNCAH Supervisor,
Kabul,National,Education,Full Time,Any,2 years,BA,Position Title: Online Students Counselor/Marketing Officer,
Kunduz,National,Health Care,Full Time,Any,2-3 years,BA,Position Title: EPI Supervisor,
Kunduz,National,Security,Full Time,Male,NOne,BA,Position Title: Guard,
Kunduz,National,Business,Full Time,Any,None,BA,Position Title: Cleaner,
Kunduz,National,Health Care,Full Time,Any,2 years,MD,Position Title: Medical Doctor,
Nimruz,National,Health Care,Full Time,Male,3-5 Years,BA,Position Title: Provincial Admin/Finance Officer,
Kunduz,National,Health Care,Full Time,Female,1-2 years,BA,Position Title: Midwife,
Herat,National,Program/Project,Full Time,Female,2 years,BA,Position Title: COMMUNITY ACCOUNTABILITY REPORTING MECHANISM (CARM) ASSISTANT,
Kunduz,National,Health Care,Full Time,Female,2 years,HS,Position Title: Female Nutrition Counselor,
Kunduz,National,Health Care,Full Time,Female,None,HS,Position Title: Female MHPSS Counselor,
Kunduz,National,Health Care,Full Time,Female,2 years,HS,Position Title: Female Vaccinator,
Kunduz,National,Security,Full Time,Male,2 years,SS,Position Title: Guard,
Herat,National,Health Care,Full Time,Female,2 years,BA,Position Title: Community Midwife,Excellent skills of problem solving and decision making
Kabul,National,Business,Full Time,Male,2-3 years,BA,Position Title: Admin and Operation Officer (Re Announced),
Daikondi,National,Business,Full Time,Any,1-2 years,BA,Position Title: Market Promotion and Business Development Assistant (Daikundi) (Re Announced),Bachelors degree with at least 3 years of relevant experience.
Kabul,National,Health Care,Full Time,Female,2-3 years,BA,Position Title: Health Educator/Nutrition Screener (Only Female),
Kabul,National,Health Care,Full Time,Female,1-3 years,BA,Position Title: Midwife,
Herat,National,Program/Project,Full Time,Any,3-4 years,BA,Position Title: Project Manager,
Kandahar,National,Information Technology,Full Time,Male,3 Years,BA,Position Title: IT Assistant,
Kandahar,National,Program/Project,Full Time,Male,2 years,BA,Position Title: Monitoring Evaluation and Reporting Officer,
Kabul,National,Program/Project,Full Time,Any,7 years,BA,Position Title: Program Coordinator,"Business degree (BSc), MSc degree or management degree in a relevant field."
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Capacity Building Officer,
Kabul,National,Communication,Full Time,Any,6-10 years,MA,Position Title: Grants & Communication Manager,Ability to independently organize work and prioritize tasks
Nuristan,National,Agriculture,Full Time,Any,3 years,BA,Position Title: FFS-Facilitator for Wheat & Livestock,"Closely work with district lead/ supervisor and sectoral specialist for collection and compilation of all the information related with FFS, economic analysis, Cost Benefit Analysis related data from respective district"
Nimruz,National,Agriculture,Full Time,Any,3 years,BA,Position Title: FFS-Facilitator for Wheat & Livestock,"Closely work with district lead/ supervisor and sectoral specialist for collection and compilation of all the information related with FFS, economic analysis, Cost Benefit Analysis related data from respective district"
Badghis,National,Agriculture,Full Time,Any,3 years,BA,Position Title: FFS-Facilitator for Wheat & Livestock,"Closely work with district lead/ supervisor and sectoral specialist for collection and compilation of all the information related with FFS, economic analysis, Cost Benefit Analysis related data from respective district"
Parwan,National,Health Care,Full Time,Any,2 years,BA,Position Title: Medical Doctor (MD),
Parwan,National,Health Care,Full Time,Any,1 year,BA,Position Title: MHPSS Counselor,
Kandahar,National,Business,Full Time,Any,5 years,BA,"Position Title: Human Resources Specialist NOC, Temporary Appointment (364 days), Kandahar, Afghanistan (Open only to Afghan nationals)",
Parwan,National,Health Care,Full Time,Any,1 year,HS,Position Title: Vaccinator,
Kabul,National,Business,Full Time,Any,5 years,BA,Position Title: Grant Specialist- Finance,
