location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Kabul,National,Information Technology,Full Time,Any,5 years,BA,Position Title: Senior Software Engineer - Full Stack Developer,
Kabul,National,Information Technology,Full Time,Any,04 years,BA,Position Title: Senior ICT Officer,
Kabul,National,Business,Full Time,Any,04 years,BA,Position Title: Senior Finance Officer,Experience in QuickBooks financial software.
Kabul,National,Health Care,Full Time,Male,2-3 years,SS,Position Title: Ambulance Driver,
Kabul,National,Business,Full Time,Male,3 years,BA,Position Title: Finance Assistant,
Nangarhar,National,Program/Project,Full Time,Female,2-3 years,BA,Position Title: Protection Monitor,Uphold the highest humanitarian standards and principles;
Nangarhar,National,Program/Project,Full Time,Male,2-3 years,BA,Position Title: Enumerator,
Paktia,National,Health Care,Full Time,Female,3-5 years,BA,Position Title: MD / GYNE & Ultrasound Specialist,"3-5 years, preferably with Health Providing National or International NGOs"
Kabul,National,Banking/Accounting,Full Time,Any,5 years,BA,Position Title: Credit and Finance Specialist,
Kabul,National,Program/Project,Full Time,Any,1 year,None,Position Title: Project Manager,At least 5 years work experience in the area of project management.
Kabul,National,Other,Full Time,Male,2-3 years,BA,Position Title: Media Assistant,
Nangarhar,National,Program/Project,Full Time,Male,7 years,MA,Position Title: Project Coordinator,
Sar-e Pol,National,Other,Full Time,Any,5 years,BA,Position Title: Protection Team Leader,"At least 4 to 5 years  previous humanitarian experience with a satisfactory performance in the same or similar functional area. Specialties in protection, social cohesion, International Humanitarian Law, negotiations, conflict resolution, and/or mediation preferred."
Sar-e Pol,National,Other,Full Time,Any,5 years,BA,Position Title: Protection Officer,"At least 3 to 5 years  previous humanitarian experience with a satisfactory performance in the same or similar functional area. Specialties in protection, social cohesion, International Humanitarian Law, negotiations, conflict resolution, and/or mediation preferred."
Sar-e Pol,National,Other,Full Time,Any,3 years,BA,Position Title: Protection Assistant,"At least 1 to 3 years  previous humanitarian experience with a satisfactory performance in the same or similar functional area. Specialties in protection, social cohesion, International Humanitarian Law, negotiations, conflict resolution, and/or mediation preferred."
Kunduz,National,Program/Project,Full Time,Any,3 years,BA,"Position Title: Sr. MEAL (Monitoring, Evaluation, Accountability & Learning) Officer",
Balkh,National,Other,Full Time,Male,2 years,HS,Position Title: Community Health Supervisor - CHS,
Kabul,National,Program/Project,Full Time,Female,4 years,BA,Position Title: MEAL Manager- Accountability and Learning (Female Only),
Kunduz,National,Business,Full Time,Any,2 years,BA,Position Title: Supply Chain Assistant,Proven strong academic track record.
Bamian,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: teller,
Badghis,National,Other,Full Time,Any,2 years,BA,Position Title: Supply Chain Assistant,
Kabul,National,Health Care,Part Time,Female,5 years,BA,Position Title: Quality Consultant - MSI Afghanistan (Re Announced),"Provide timely, supportive and challenging feedback."
Kabul,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Program Manager Health- Re announced,
Oruzgan,National,Health Care,Full Time,Female,5 years,MD,Position Title: Gynecological surgeon    ,
Faryab,National,Health Care,Full Time,Male,2 years,VD,Position Title: Pharmacist ,
Kabul,National,Health Care,Full Time,Any,10 years,MD,Position Title: National Project Manager- Health Emergency Response (HER),
Herat,National,Business,Full Time,Any,2 years,BA,Position Title: Entrepreneurship Development Assistant,"1 to 2 years overall experience in program/ project implementation, out of which at least one-year Proven experience in community mobilization, Enterprise and entrepreneurship development, community-based entrepreneurship establishment and development."
Laghman,National,Business,Full Time,Female,1-2 years,HS,Position Title: Vocational Skill Trainers,
Kabul,National,Information Technology,Full Time,Any,4 years,BA,Position Title: MIS Developer,"Strong experience in PHP and Laravel, HTML5, CSS3 and Javascript, Ajax, jquery, Alph NJS, Vue.js or React"
Ghazni,National,Health Care,Full Time,Female,3 years,BA,Position Title: Clinick Doctor ,
Ghazni,National,Health Care,Full Time,Female,3 years,BA,Position Title: Clinick Doctor ,
Ghazni,National,Health Care,Full Time,Female,3 years,BA,Position Title: Clinick Doctor ,
Kabul,National,Business,Full Time,Any,5 years,HS,Position Title: Cook,
Kabul,National,Education,Full Time,Female,2 years,BA,Position Title: Pashto Language and Islamic Studies Teacher,
Herat,National,Health Care,Full Time,Female,3 years,BA,Position Title: General Internal Medicine Specialist,
Kabul,National,Other,Full Time,Male,2 years,BA,Position Title:Sampling Professional Member (Re Announced),
Herat,National,Health Care,Full Time,Female,3 years,BA,Position Title: (IMCI) Nurse,three years' experience of working in IMCI and intensive care setup in government or private sector is preferred. Exceptional applicants with less experience may also be considered.
Kabul,National,Other,Full Time,Any,3 years,BA,Position Title: Sampling Team Leader (Re Announced),
Kabul,National,Education,Part Time,Female,2 years,BA,Position Title: Math Teacher,
Khost,National,Health Care,Full Time,Any,2 years,BA,Position Title: Pharmacy Stock Keeper,
Zabul,National,Banking/Accounting,Full Time,Male,1 year,BA,Position Title: teller,
Herat,National,Pharmaceutical,Full Time,Female,3 years,BA,Position Title: Pharmacist,Excellent written & Spoken in Dari or Pashto.
Kabul,National,Business,Full Time,Male,2 years,BA,Position Title: Merchandising Assistant,
Kabul,National,Other,Full Time,Male,2 years,BA,Position Title: Professional Member of value-added services (Re Announced),
Kabul,National,Other,Full Time,Any,2 years,BA,Position Title: Professional Member of Monitoring Team (Re Announced),
Herat,National,Health Care,Full Time,Female,2 years,BA,Position Title: Medical Recorder,
Herat,National,Health Care,Full Time,Female,2 years,BA,Position Title: Stock Keeper,
Kandahar,National,Health Care,Full Time,Male,3 years,BA,Position Title: Physiotherapist (PT),Experience in hospital settings is an asset
Herat,National,Engineering,Full Time,Male,2 years,BA,Position Title: Electrician,
Nimruz,National,Program/Project,Full Time,Any,3 years,HS,Position Title: Education Technical Extender,
Kabul,National,Security,Full Time,Male,4 year,HS,Position Title: Security Officer,
